Item Name,URL
Champion's Medallion,https://pillarsofeternity.fandom.com/wiki/Champion%27s_Medallion
Charm of Bones,https://pillarsofeternity.fandom.com/wiki/Charm_of_Bones
Charred Letter,https://pillarsofeternity.fandom.com/wiki/Charred_Letter
Chauncey,https://pillarsofeternity.fandom.com/wiki/Chauncey
Chieftain's Key,https://pillarsofeternity.fandom.com/wiki/Chieftain%27s_Key
Chilli,https://pillarsofeternity.fandom.com/wiki/Chilli
Chitin Leg,https://pillarsofeternity.fandom.com/wiki/Chitin_Leg
Chloë,https://pillarsofeternity.fandom.com/wiki/Chlo%C3%AB
Chromoprismatic Quarterstaff,https://pillarsofeternity.fandom.com/wiki/Chromoprismatic_Quarterstaff
Cinder Bomb,https://pillarsofeternity.fandom.com/wiki/Cinder_Bomb
Cindershard,https://pillarsofeternity.fandom.com/wiki/Cindershard
Cipher's Shackle,https://pillarsofeternity.fandom.com/wiki/Cipher%27s_Shackle
Citzal's Spirit Lance (Deadfire weapon),https://pillarsofeternity.fandom.com/wiki/Citzal%27s_Spirit_Lance_(Deadfire_weapon)
Claim and Refusal,https://pillarsofeternity.fandom.com/wiki/Claim_and_Refusal
Claw,https://pillarsofeternity.fandom.com/wiki/Claw
Clay Grub Figurine,https://pillarsofeternity.fandom.com/wiki/Clay_Grub_Figurine
Clearing the Southeast Tunnels,https://pillarsofeternity.fandom.com/wiki/Clearing_the_Southeast_Tunnels
Cloak of Berath,https://pillarsofeternity.fandom.com/wiki/Cloak_of_Berath
Cloak of Deflection,https://pillarsofeternity.fandom.com/wiki/Cloak_of_Deflection
Cloak of Greater Deflection,https://pillarsofeternity.fandom.com/wiki/Cloak_of_Greater_Deflection
Cloak of Greater Protection,https://pillarsofeternity.fandom.com/wiki/Cloak_of_Greater_Protection
Cloak of Poverty,https://pillarsofeternity.fandom.com/wiki/Cloak_of_Poverty
Cloak of Protection (Deadfire),https://pillarsofeternity.fandom.com/wiki/Cloak_of_Protection_(Deadfire)
Cloak of the Obsidian Order (Deadfire),https://pillarsofeternity.fandom.com/wiki/Cloak_of_the_Obsidian_Order_(Deadfire)
Cloak of the Theocrat (Deadfire),https://pillarsofeternity.fandom.com/wiki/Cloak_of_the_Theocrat_(Deadfire)
Club (Deadfire),https://pillarsofeternity.fandom.com/wiki/Club_(Deadfire)
Club (Spiritual Weapon),https://pillarsofeternity.fandom.com/wiki/Club_(Spiritual_Weapon)
Club of Refined and Prestigious Gentlemen Guestbook,https://pillarsofeternity.fandom.com/wiki/Club_of_Refined_and_Prestigious_Gentlemen_Guestbook
Cog of Cohh,https://pillarsofeternity.fandom.com/wiki/Cog_of_Cohh
Collar of Eothas' Light,https://pillarsofeternity.fandom.com/wiki/Collar_of_Eothas%27_Light
The Collected Annals of Llengrath,https://pillarsofeternity.fandom.com/wiki/The_Collected_Annals_of_Llengrath
Comet,https://pillarsofeternity.fandom.com/wiki/Comet
Compassionate Soul Essence,https://pillarsofeternity.fandom.com/wiki/Compassionate_Soul_Essence
Concelhaut's Draining Touch (weapon),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Draining_Touch_(weapon)
Concelhaut's Parasitic Quarterstaff (Deadfire),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Parasitic_Quarterstaff_(Deadfire)
Concelhaut's Skull (Deadfire),https://pillarsofeternity.fandom.com/wiki/Concelhaut%27s_Skull_(Deadfire)
Concussion Bomb,https://pillarsofeternity.fandom.com/wiki/Concussion_Bomb
Concussive Blast Trap,https://pillarsofeternity.fandom.com/wiki/Concussive_Blast_Trap
Construct Command Scroll,https://pillarsofeternity.fandom.com/wiki/Construct_Command_Scroll
Contender's Armor,https://pillarsofeternity.fandom.com/wiki/Contender%27s_Armor
Contender's Helm,https://pillarsofeternity.fandom.com/wiki/Contender%27s_Helm
Cooking Fat,https://pillarsofeternity.fandom.com/wiki/Cooking_Fat
Copper Muzūma Shell Key,https://pillarsofeternity.fandom.com/wiki/Copper_Muz%C5%ABma_Shell_Key
Copper Pire,https://pillarsofeternity.fandom.com/wiki/Copper_Pire
Copperhead's Helm,https://pillarsofeternity.fandom.com/wiki/Copperhead%27s_Helm
Coral Nāga Bow,https://pillarsofeternity.fandom.com/wiki/Coral_N%C4%81ga_Bow
Coral Nāga Sword,https://pillarsofeternity.fandom.com/wiki/Coral_N%C4%81ga_Sword
Coral Snuff,https://pillarsofeternity.fandom.com/wiki/Coral_Snuff
Corlagon,https://pillarsofeternity.fandom.com/wiki/Corlagon
Cornett of Depths,https://pillarsofeternity.fandom.com/wiki/Cornett_of_Depths
Cornett of Waves,https://pillarsofeternity.fandom.com/wiki/Cornett_of_Waves
Corpse Loaf,https://pillarsofeternity.fandom.com/wiki/Corpse_Loaf
Correspondence Between Captains Reiki and Masquoro,https://pillarsofeternity.fandom.com/wiki/Correspondence_Between_Captains_Reiki_and_Masquoro
Corroded Bronze Horn Figurine,https://pillarsofeternity.fandom.com/wiki/Corroded_Bronze_Horn_Figurine
Corroded Bronze Key (Aefre),https://pillarsofeternity.fandom.com/wiki/Corroded_Bronze_Key_(Aefre)
Corroded Bronze Key (generic),https://pillarsofeternity.fandom.com/wiki/Corroded_Bronze_Key_(generic)
Corroded Bronze Key (shackles),https://pillarsofeternity.fandom.com/wiki/Corroded_Bronze_Key_(shackles)
Corroded Vambraces,https://pillarsofeternity.fandom.com/wiki/Corroded_Vambraces
Corrosive Cloud Trap,https://pillarsofeternity.fandom.com/wiki/Corrosive_Cloud_Trap
Corrosive Soul Essence,https://pillarsofeternity.fandom.com/wiki/Corrosive_Soul_Essence
Cosmo,https://pillarsofeternity.fandom.com/wiki/Cosmo
Cottonweave Sails,https://pillarsofeternity.fandom.com/wiki/Cottonweave_Sails
Cowl of the Piercing Gaze,https://pillarsofeternity.fandom.com/wiki/Cowl_of_the_Piercing_Gaze
Crane-crested Key,https://pillarsofeternity.fandom.com/wiki/Crane-crested_Key
Crate of Crude Luminous Adra,https://pillarsofeternity.fandom.com/wiki/Crate_of_Crude_Luminous_Adra
Crimson Crystal,https://pillarsofeternity.fandom.com/wiki/Crimson_Crystal
Crimson Panoply,https://pillarsofeternity.fandom.com/wiki/Crimson_Panoply
Crimson Plate Helm,https://pillarsofeternity.fandom.com/wiki/Crimson_Plate_Helm
Crookspur Colors,https://pillarsofeternity.fandom.com/wiki/Crookspur_Colors
Crookspur Horn,https://pillarsofeternity.fandom.com/wiki/Crookspur_Horn
Crossbow (Deadfire),https://pillarsofeternity.fandom.com/wiki/Crossbow_(Deadfire)
Crown of the Exiled Queen,https://pillarsofeternity.fandom.com/wiki/Crown_of_the_Exiled_Queen
Crucible Token,https://pillarsofeternity.fandom.com/wiki/Crucible_Token
Crumpled Itinerary,https://pillarsofeternity.fandom.com/wiki/Crumpled_Itinerary
Crumpled Note,https://pillarsofeternity.fandom.com/wiki/Crumpled_Note
Crusted Swordfish,https://pillarsofeternity.fandom.com/wiki/Crusted_Swordfish
Culmination Stone,https://pillarsofeternity.fandom.com/wiki/Culmination_Stone
The Cult of the Sanguine Harvest,https://pillarsofeternity.fandom.com/wiki/The_Cult_of_the_Sanguine_Harvest
Current's Rush,https://pillarsofeternity.fandom.com/wiki/Current%27s_Rush
Cutthroat Cosmo,https://pillarsofeternity.fandom.com/wiki/Cutthroat_Cosmo
Cuttlefish,https://pillarsofeternity.fandom.com/wiki/Cuttlefish
Dagger (Deadfire),https://pillarsofeternity.fandom.com/wiki/Dagger_(Deadfire)
Daibō o Osa,https://pillarsofeternity.fandom.com/wiki/Daib%C5%8D_o_Osa
Dancer's Outfit,https://pillarsofeternity.fandom.com/wiki/Dancer%27s_Outfit
Dank Spores (Deadfire),https://pillarsofeternity.fandom.com/wiki/Dank_Spores_(Deadfire)
Daraku's Reply,https://pillarsofeternity.fandom.com/wiki/Daraku%27s_Reply
The Dark Cupboard Key,https://pillarsofeternity.fandom.com/wiki/The_Dark_Cupboard_Key
Dark Gray Cape,https://pillarsofeternity.fandom.com/wiki/Dark_Gray_Cape
Dawnstar Charm,https://pillarsofeternity.fandom.com/wiki/Dawnstar_Charm
Dead Man's Note,https://pillarsofeternity.fandom.com/wiki/Dead_Man%27s_Note
Deadeye,https://pillarsofeternity.fandom.com/wiki/Deadeye
Deadfire Lines,https://pillarsofeternity.fandom.com/wiki/Deadfire_Lines
Deadlight Horn,https://pillarsofeternity.fandom.com/wiki/Deadlight_Horn
Deadlight's Armory Key,https://pillarsofeternity.fandom.com/wiki/Deadlight%27s_Armory_Key
Deadlight's Jail Key,https://pillarsofeternity.fandom.com/wiki/Deadlight%27s_Jail_Key
Deadlight's Northern Keep Key,https://pillarsofeternity.fandom.com/wiki/Deadlight%27s_Northern_Keep_Key
Deadlight's Storage Key,https://pillarsofeternity.fandom.com/wiki/Deadlight%27s_Storage_Key
Deadlight's Western Tower Key,https://pillarsofeternity.fandom.com/wiki/Deadlight%27s_Western_Tower_Key
Death's Maw,https://pillarsofeternity.fandom.com/wiki/Death%27s_Maw
Deciphered Notes,https://pillarsofeternity.fandom.com/wiki/Deciphered_Notes
Deck of Endless Possibilities,https://pillarsofeternity.fandom.com/wiki/Deck_of_Endless_Possibilities
Deck of Many Things Colors,https://pillarsofeternity.fandom.com/wiki/Deck_of_Many_Things_Colors
Defaced Musical Notation,https://pillarsofeternity.fandom.com/wiki/Defaced_Musical_Notation
Defiant Apparel,https://pillarsofeternity.fandom.com/wiki/Defiant_Apparel
Degnos' Satchel,https://pillarsofeternity.fandom.com/wiki/Degnos%27_Satchel
Deltro's Cage,https://pillarsofeternity.fandom.com/wiki/Deltro%27s_Cage
Deltro's Cage Helm,https://pillarsofeternity.fandom.com/wiki/Deltro%27s_Cage_Helm
Delver's Stew,https://pillarsofeternity.fandom.com/wiki/Delver%27s_Stew
Desert Wurm Hatchling,https://pillarsofeternity.fandom.com/wiki/Desert_Wurm_Hatchling
Desgraza Breastplate,https://pillarsofeternity.fandom.com/wiki/Desgraza_Breastplate
Detonator Shard,https://pillarsofeternity.fandom.com/wiki/Detonator_Shard
Deus,https://pillarsofeternity.fandom.com/wiki/Deus
Devil of Caroc Breastplate,https://pillarsofeternity.fandom.com/wiki/Devil_of_Caroc_Breastplate
Dhwrgas' Head,https://pillarsofeternity.fandom.com/wiki/Dhwrgas%27_Head
Diary of an Unnamed Pirate,https://pillarsofeternity.fandom.com/wiki/Diary_of_an_Unnamed_Pirate
Dire Talon,https://pillarsofeternity.fandom.com/wiki/Dire_Talon
Disenchanted Amulet of Animation,https://pillarsofeternity.fandom.com/wiki/Disenchanted_Amulet_of_Animation
Distraho,https://pillarsofeternity.fandom.com/wiki/Distraho
Diving Equipment,https://pillarsofeternity.fandom.com/wiki/Diving_Equipment
Double Bronzer,https://pillarsofeternity.fandom.com/wiki/Double_Bronzer
"Downtrodden Stink Pigeons, Vol. 1","https://pillarsofeternity.fandom.com/wiki/Downtrodden_Stink_Pigeons,_Vol._1"
Drago,https://pillarsofeternity.fandom.com/wiki/Drago
Dragon Pendant,https://pillarsofeternity.fandom.com/wiki/Dragon_Pendant
Dragon's Dowry,https://pillarsofeternity.fandom.com/wiki/Dragon%27s_Dowry
Dragonwing Sails,https://pillarsofeternity.fandom.com/wiki/Dragonwing_Sails
Dream Journal,https://pillarsofeternity.fandom.com/wiki/Dream_Journal
Dreamwalker's Tread,https://pillarsofeternity.fandom.com/wiki/Dreamwalker%27s_Tread
Dried Koīki Fruit,https://pillarsofeternity.fandom.com/wiki/Dried_Ko%C4%ABki_Fruit
Drowner's Lung Medicine,https://pillarsofeternity.fandom.com/wiki/Drowner%27s_Lung_Medicine
Druid Bear Claws (Deadfire),https://pillarsofeternity.fandom.com/wiki/Druid_Bear_Claws_(Deadfire)
Druid Boar Tusks (Deadfire),https://pillarsofeternity.fandom.com/wiki/Druid_Boar_Tusks_(Deadfire)
Druid Cat Claws (Deadfire),https://pillarsofeternity.fandom.com/wiki/Druid_Cat_Claws_(Deadfire)
Druid Shark Teeth,https://pillarsofeternity.fandom.com/wiki/Druid_Shark_Teeth
Druid Stag Horns (Deadfire),https://pillarsofeternity.fandom.com/wiki/Druid_Stag_Horns_(Deadfire)
Druid Wolf Teeth (Deadfire),https://pillarsofeternity.fandom.com/wiki/Druid_Wolf_Teeth_(Deadfire)
Drunkard's Regret,https://pillarsofeternity.fandom.com/wiki/Drunkard%27s_Regret
Dude the Six-Toes Cat,https://pillarsofeternity.fandom.com/wiki/Dude_the_Six-Toes_Cat
Dunnage Tavern Owner Key,https://pillarsofeternity.fandom.com/wiki/Dunnage_Tavern_Owner_Key
Duskfall,https://pillarsofeternity.fandom.com/wiki/Duskfall
Dusty Black Grimoire,https://pillarsofeternity.fandom.com/wiki/Dusty_Black_Grimoire
Dyrwoodan Clothing (Deadfire),https://pillarsofeternity.fandom.com/wiki/Dyrwoodan_Clothing_(Deadfire)
Dyrwoodan Hog Nose,https://pillarsofeternity.fandom.com/wiki/Dyrwoodan_Hog_Nose
Dyrwoodan Mayoral Medallion,https://pillarsofeternity.fandom.com/wiki/Dyrwoodan_Mayoral_Medallion
Eager Blade,https://pillarsofeternity.fandom.com/wiki/Eager_Blade
Eccea's Arcane Blaster,https://pillarsofeternity.fandom.com/wiki/Eccea%27s_Arcane_Blaster
Eccea's Grimoire,https://pillarsofeternity.fandom.com/wiki/Eccea%27s_Grimoire
The Eel's Coil,https://pillarsofeternity.fandom.com/wiki/The_Eel%27s_Coil
Effigy Doll,https://pillarsofeternity.fandom.com/wiki/Effigy_Doll
Effigy's Husk,https://pillarsofeternity.fandom.com/wiki/Effigy%27s_Husk
Effort,https://pillarsofeternity.fandom.com/wiki/Effort
Egg (Deadfire),https://pillarsofeternity.fandom.com/wiki/Egg_(Deadfire)
Ekkevít,https://pillarsofeternity.fandom.com/wiki/Ekkev%C3%ADt
Elemental Claws (Spiritshift Storm Blight),https://pillarsofeternity.fandom.com/wiki/Elemental_Claws_(Spiritshift_Storm_Blight)
Elemental Corpus (Spiritshift Storm Blight),https://pillarsofeternity.fandom.com/wiki/Elemental_Corpus_(Spiritshift_Storm_Blight)
Elementalist Grimoire,https://pillarsofeternity.fandom.com/wiki/Elementalist_Grimoire
Elementalist's Bracers,https://pillarsofeternity.fandom.com/wiki/Elementalist%27s_Bracers
Elewys' Locket,https://pillarsofeternity.fandom.com/wiki/Elewys%27_Locket
Eliel,https://pillarsofeternity.fandom.com/wiki/Eliel
Elmo,https://pillarsofeternity.fandom.com/wiki/Elmo
Emerald (Deadfire),https://pillarsofeternity.fandom.com/wiki/Emerald_(Deadfire)
Enclosures Lift Access Key,https://pillarsofeternity.fandom.com/wiki/Enclosures_Lift_Access_Key
Encoded Notes,https://pillarsofeternity.fandom.com/wiki/Encoded_Notes
Endre's Flog of Obedience,https://pillarsofeternity.fandom.com/wiki/Endre%27s_Flog_of_Obedience
Engoliero do Espirs,https://pillarsofeternity.fandom.com/wiki/Engoliero_do_Espirs
Engoliero do Espirs (quest item),https://pillarsofeternity.fandom.com/wiki/Engoliero_do_Espirs_(quest_item)
Engwithan Artifact,https://pillarsofeternity.fandom.com/wiki/Engwithan_Artifact
Engwithan Bracers,https://pillarsofeternity.fandom.com/wiki/Engwithan_Bracers
Engwithan Dagger (Deadfire),https://pillarsofeternity.fandom.com/wiki/Engwithan_Dagger_(Deadfire)
Engwithan Shield (Deadfire),https://pillarsofeternity.fandom.com/wiki/Engwithan_Shield_(Deadfire)
Engwithan Staff,https://pillarsofeternity.fandom.com/wiki/Engwithan_Staff
Entonia Signet Ring,https://pillarsofeternity.fandom.com/wiki/Entonia_Signet_Ring
The Envoy's Badge,https://pillarsofeternity.fandom.com/wiki/The_Envoy%27s_Badge
Epsilon,https://pillarsofeternity.fandom.com/wiki/Epsilon
Ernezzo's Supply Room Key,https://pillarsofeternity.fandom.com/wiki/Ernezzo%27s_Supply_Room_Key
Erol's Ring,https://pillarsofeternity.fandom.com/wiki/Erol%27s_Ring
Essence Interrupter,https://pillarsofeternity.fandom.com/wiki/Essence_Interrupter
Essence of Imp Spray,https://pillarsofeternity.fandom.com/wiki/Essence_of_Imp_Spray
Estoc (Deadfire),https://pillarsofeternity.fandom.com/wiki/Estoc_(Deadfire)
,https://pillarsofeternity.fandom.com/wiki/Category:Beast_of_Winter_items
Beast of Winter items,https://pillarsofeternity.fandom.com/wiki/Category:Beast_of_Winter_items
,https://pillarsofeternity.fandom.com/wiki/Category:Deck_of_Many_Things_Pack_items
Deck of Many Things Pack items,https://pillarsofeternity.fandom.com/wiki/Category:Deck_of_Many_Things_Pack_items
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_accessories
Pillars of Eternity II: Deadfire accessories,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_accessories
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_armor
Pillars of Eternity II: Deadfire armor,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_armor
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_consumables
Pillars of Eternity II: Deadfire consumables,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_consumables
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_grimoires
Pillars of Eternity II: Deadfire grimoires,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_grimoires
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_ingredients
Pillars of Eternity II: Deadfire ingredients,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_ingredients
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_items_by_slot
Pillars of Eternity II: Deadfire items by slot,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_items_by_slot
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_other_items
Pillars of Eternity II: Deadfire other items,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_other_items
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_shields
Pillars of Eternity II: Deadfire shields,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_shields
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_ship_upgrades
Pillars of Eternity II: Deadfire ship upgrades,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_ship_upgrades
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_soulbound_items
Pillars of Eternity II: Deadfire soulbound items,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_soulbound_items
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_unique_items
Pillars of Eternity II: Deadfire unique items,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_unique_items
,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_weapons
Pillars of Eternity II: Deadfire weapons,https://pillarsofeternity.fandom.com/wiki/Category:Pillars_of_Eternity_II:_Deadfire_weapons
,"https://pillarsofeternity.fandom.com/wiki/Category:Seeker,_Slayer,_Survivor_items"
"Seeker, Slayer, Survivor items","https://pillarsofeternity.fandom.com/wiki/Category:Seeker,_Slayer,_Survivor_items"
,https://pillarsofeternity.fandom.com/wiki/Category:The_Forgotten_Sanctum_items
The Forgotten Sanctum items,https://pillarsofeternity.fandom.com/wiki/Category:The_Forgotten_Sanctum_items
Eulogy to Yseyr - The Gate,https://pillarsofeternity.fandom.com/wiki/Eulogy_to_Yseyr_-_The_Gate
Eulogy to Yseyr - The Sword,https://pillarsofeternity.fandom.com/wiki/Eulogy_to_Yseyr_-_The_Sword
Eulogy to Yseyr - The Vigil,https://pillarsofeternity.fandom.com/wiki/Eulogy_to_Yseyr_-_The_Vigil
Eviee,https://pillarsofeternity.fandom.com/wiki/Eviee
Evon Dewr Tower Key,https://pillarsofeternity.fandom.com/wiki/Evon_Dewr_Tower_Key
Exceptional Arbalest (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Arbalest_(Deadfire)
Exceptional Arquebus (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Arquebus_(Deadfire)
Exceptional Battle Axe (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Battle_Axe_(Deadfire)
Exceptional Blunderbuss (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Blunderbuss_(Deadfire)
Exceptional Breastplate (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Breastplate_(Deadfire)
Exceptional Brigandine (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Brigandine_(Deadfire)
Exceptional Club (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Club_(Deadfire)
Exceptional Crossbow (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Crossbow_(Deadfire)
Exceptional Dagger (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Dagger_(Deadfire)
Exceptional Estoc (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Estoc_(Deadfire)
Exceptional Flail (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Flail_(Deadfire)
Exceptional Great Sword (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Great_Sword_(Deadfire)
Exceptional Hatchet (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Hatchet_(Deadfire)
Exceptional Hide Armor (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Hide_Armor_(Deadfire)
Exceptional Hunting Bow (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Hunting_Bow_(Deadfire)
Exceptional Large Shield (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Large_Shield_(Deadfire)
Exceptional Leather Armor (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Leather_Armor_(Deadfire)
Exceptional Mace (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Mace_(Deadfire)
Exceptional Mail Armor (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Mail_Armor_(Deadfire)
Exceptional Medium Shield (Heater) (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Medium_Shield_(Heater)_(Deadfire)
Exceptional Medium Shield (Round) (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Medium_Shield_(Round)_(Deadfire)
Exceptional Morning Star (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Morning_Star_(Deadfire)
Exceptional Padded Armor (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Padded_Armor_(Deadfire)
Exceptional Pike (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Pike_(Deadfire)
Exceptional Pistol (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Pistol_(Deadfire)
Exceptional Plate Armor (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Plate_Armor_(Deadfire)
Exceptional Plate Helm,https://pillarsofeternity.fandom.com/wiki/Exceptional_Plate_Helm
Exceptional Pollaxe (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Pollaxe_(Deadfire)
Exceptional Quarterstaff (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Quarterstaff_(Deadfire)
Exceptional Rapier (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Rapier_(Deadfire)
Exceptional Robe (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Robe_(Deadfire)
Exceptional Rod (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Rod_(Deadfire)
Exceptional Sabre (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Sabre_(Deadfire)
Exceptional Scale Armor (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Scale_Armor_(Deadfire)
Exceptional Scepter (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Scepter_(Deadfire)
Exceptional Small Shield (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Small_Shield_(Deadfire)
Exceptional Spear (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Spear_(Deadfire)
Exceptional Stiletto (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Stiletto_(Deadfire)
Exceptional Sword (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Sword_(Deadfire)
Exceptional Wand (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Wand_(Deadfire)
Exceptional War Bow (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_War_Bow_(Deadfire)
Exceptional War Hammer (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_War_Hammer_(Deadfire)
Exceptional Xaurip Spear (Deadfire),https://pillarsofeternity.fandom.com/wiki/Exceptional_Xaurip_Spear_(Deadfire)
The Explorer's Guide to the Deadfire Archipelago,https://pillarsofeternity.fandom.com/wiki/The_Explorer%27s_Guide_to_the_Deadfire_Archipelago
Explosive Shell,https://pillarsofeternity.fandom.com/wiki/Explosive_Shell
Eye of Rymrgand,https://pillarsofeternity.fandom.com/wiki/Eye_of_Rymrgand
The Eye of Wael,https://pillarsofeternity.fandom.com/wiki/The_Eye_of_Wael
Eyepatch,https://pillarsofeternity.fandom.com/wiki/Eyepatch
Ezzali's Ledger,https://pillarsofeternity.fandom.com/wiki/Ezzali%27s_Ledger
Fair Favor,https://pillarsofeternity.fandom.com/wiki/Fair_Favor
Fampyr Quarterstaff,https://pillarsofeternity.fandom.com/wiki/Fampyr_Quarterstaff
Fampyr Sage's Grimoire,https://pillarsofeternity.fandom.com/wiki/Fampyr_Sage%27s_Grimoire
Fang,https://pillarsofeternity.fandom.com/wiki/Fang
Fassina's Grimoire,https://pillarsofeternity.fandom.com/wiki/Fassina%27s_Grimoire
Fassina's Journal,https://pillarsofeternity.fandom.com/wiki/Fassina%27s_Journal
Fassina's Missive,https://pillarsofeternity.fandom.com/wiki/Fassina%27s_Missive
Fenan's Finery,https://pillarsofeternity.fandom.com/wiki/Fenan%27s_Finery
Finality's Claim,https://pillarsofeternity.fandom.com/wiki/Finality%27s_Claim
Fine Aedyran Mead,https://pillarsofeternity.fandom.com/wiki/Fine_Aedyran_Mead
Fine Arbalest (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Arbalest_(Deadfire)
Fine Arquebus (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Arquebus_(Deadfire)
Fine Battle Axe (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Battle_Axe_(Deadfire)
Fine Blunderbuss (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Blunderbuss_(Deadfire)
Fine Breastplate (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Breastplate_(Deadfire)
Fine Brigandine (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Brigandine_(Deadfire)
Fine Club (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Club_(Deadfire)
Fine Crossbow (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Crossbow_(Deadfire)
Fine Dagger (Deadfire),https://pillarsofeternity.fandom.com/wiki/Fine_Dagger_(Deadfire)
