Ability Name,URL
Immunity: Security System,https://pillarsofeternity.fandom.com/wiki/Immunity:_Security_System
Immunity: Slog Zone,https://pillarsofeternity.fandom.com/wiki/Immunity:_Slog_Zone
Immunity: Water,https://pillarsofeternity.fandom.com/wiki/Immunity:_Water
Impoverished,https://pillarsofeternity.fandom.com/wiki/Impoverished
Improved Critical,https://pillarsofeternity.fandom.com/wiki/Improved_Critical
Indecisive,https://pillarsofeternity.fandom.com/wiki/Indecisive
Infamous Captain,https://pillarsofeternity.fandom.com/wiki/Infamous_Captain
Infamous Captain (combat passive),https://pillarsofeternity.fandom.com/wiki/Infamous_Captain_(combat_passive)
Infested Bile (passive),https://pillarsofeternity.fandom.com/wiki/Infested_Bile_(passive)
Inner Glow,https://pillarsofeternity.fandom.com/wiki/Inner_Glow
Inspirational Leader,https://pillarsofeternity.fandom.com/wiki/Inspirational_Leader
Inspired Defenses,https://pillarsofeternity.fandom.com/wiki/Inspired_Defenses
Inspired Path,https://pillarsofeternity.fandom.com/wiki/Inspired_Path
Inspiring Demise,https://pillarsofeternity.fandom.com/wiki/Inspiring_Demise
Inspiring Triumph (Deadfire),https://pillarsofeternity.fandom.com/wiki/Inspiring_Triumph_(Deadfire)
Intense Heat,https://pillarsofeternity.fandom.com/wiki/Intense_Heat
Interrupting Blows (Deadfire),https://pillarsofeternity.fandom.com/wiki/Interrupting_Blows_(Deadfire)
Into the Breach,https://pillarsofeternity.fandom.com/wiki/Into_the_Breach
Iron Gut (passive),https://pillarsofeternity.fandom.com/wiki/Iron_Gut_(passive)
Iron Will,https://pillarsofeternity.fandom.com/wiki/Iron_Will
Jagged Claws,https://pillarsofeternity.fandom.com/wiki/Jagged_Claws
Juvenile Venom,https://pillarsofeternity.fandom.com/wiki/Juvenile_Venom
Kae's Training,https://pillarsofeternity.fandom.com/wiki/Kae%27s_Training
Kaul's Stance,https://pillarsofeternity.fandom.com/wiki/Kaul%27s_Stance
Keen Mind,https://pillarsofeternity.fandom.com/wiki/Keen_Mind
Kind Wayfarers (passive),https://pillarsofeternity.fandom.com/wiki/Kind_Wayfarers_(passive)
Knock You Down,https://pillarsofeternity.fandom.com/wiki/Knock_You_Down
Last Trick,https://pillarsofeternity.fandom.com/wiki/Last_Trick
Lasting Empower,https://pillarsofeternity.fandom.com/wiki/Lasting_Empower
Lava Splash,https://pillarsofeternity.fandom.com/wiki/Lava_Splash
Lesser Wounds (Deadfire),https://pillarsofeternity.fandom.com/wiki/Lesser_Wounds_(Deadfire)
Lesser Wounds (Shattered Pillar),https://pillarsofeternity.fandom.com/wiki/Lesser_Wounds_(Shattered_Pillar)
Lich's Gaze,https://pillarsofeternity.fandom.com/wiki/Lich%27s_Gaze
Life in Death,https://pillarsofeternity.fandom.com/wiki/Life_in_Death
Life Tap,https://pillarsofeternity.fandom.com/wiki/Life_Tap
Lifegiver (passive),https://pillarsofeternity.fandom.com/wiki/Lifegiver_(passive)
Light of the Dawnstar,https://pillarsofeternity.fandom.com/wiki/Light_of_the_Dawnstar
Lightning Regeneration,https://pillarsofeternity.fandom.com/wiki/Lightning_Regeneration
Lingering Echoes,https://pillarsofeternity.fandom.com/wiki/Lingering_Echoes
Linked in Flames,https://pillarsofeternity.fandom.com/wiki/Linked_in_Flames
Lion Companion (Deadfire),https://pillarsofeternity.fandom.com/wiki/Lion_Companion_(Deadfire)
Living Surge,https://pillarsofeternity.fandom.com/wiki/Living_Surge
Lone Champion,https://pillarsofeternity.fandom.com/wiki/Lone_Champion
Lone Traveler,https://pillarsofeternity.fandom.com/wiki/Lone_Traveler
Lone Vanguard,https://pillarsofeternity.fandom.com/wiki/Lone_Vanguard
Lone Wolf,https://pillarsofeternity.fandom.com/wiki/Lone_Wolf
Long Stride (Deadfire),https://pillarsofeternity.fandom.com/wiki/Long_Stride_(Deadfire)
Lord of the Forest,https://pillarsofeternity.fandom.com/wiki/Lord_of_the_Forest
Losing Control,https://pillarsofeternity.fandom.com/wiki/Losing_Control
Love of Life,https://pillarsofeternity.fandom.com/wiki/Love_of_Life
Loyal Companion,https://pillarsofeternity.fandom.com/wiki/Loyal_Companion
Luminous Essence,https://pillarsofeternity.fandom.com/wiki/Luminous_Essence
Lunar Excellence,https://pillarsofeternity.fandom.com/wiki/Lunar_Excellence
Lunar Heart,https://pillarsofeternity.fandom.com/wiki/Lunar_Heart
Mad Drunk,https://pillarsofeternity.fandom.com/wiki/Mad_Drunk
Magma Emerge,https://pillarsofeternity.fandom.com/wiki/Magma_Emerge
Mantle of Authority,https://pillarsofeternity.fandom.com/wiki/Mantle_of_Authority
"Many Lives Pass By, Each Leaving Footprints","https://pillarsofeternity.fandom.com/wiki/Many_Lives_Pass_By,_Each_Leaving_Footprints"
Mark Van Der Bij's Training,https://pillarsofeternity.fandom.com/wiki/Mark_Van_Der_Bij%27s_Training
Marked for the Hunt (passive),https://pillarsofeternity.fandom.com/wiki/Marked_for_the_Hunt_(passive)
Marked Prey (passive),https://pillarsofeternity.fandom.com/wiki/Marked_Prey_(passive)
Marksman (Deadfire),https://pillarsofeternity.fandom.com/wiki/Marksman_(Deadfire)
Marofeto Liano's Training,https://pillarsofeternity.fandom.com/wiki/Marofeto_Liano%27s_Training
Martial Caster,https://pillarsofeternity.fandom.com/wiki/Martial_Caster
Material Corrosion,https://pillarsofeternity.fandom.com/wiki/Material_Corrosion
Mean Drunk,https://pillarsofeternity.fandom.com/wiki/Mean_Drunk
Mental Fortress (Deadfire),https://pillarsofeternity.fandom.com/wiki/Mental_Fortress_(Deadfire)
Merciless Companion (Deadfire),https://pillarsofeternity.fandom.com/wiki/Merciless_Companion_(Deadfire)
Mercy and Kindness Followed Where'er She Walked (Deadfire),https://pillarsofeternity.fandom.com/wiki/Mercy_and_Kindness_Followed_Where%27er_She_Walked_(Deadfire)
Minor Threat (Deadfire),https://pillarsofeternity.fandom.com/wiki/Minor_Threat_(Deadfire)
Minor Veil-Touched,https://pillarsofeternity.fandom.com/wiki/Minor_Veil-Touched
Misotheist,https://pillarsofeternity.fandom.com/wiki/Misotheist
Mob Rule,https://pillarsofeternity.fandom.com/wiki/Mob_Rule
Modwyr's Empathy,https://pillarsofeternity.fandom.com/wiki/Modwyr%27s_Empathy
Monastic Unarmed Training,https://pillarsofeternity.fandom.com/wiki/Monastic_Unarmed_Training
Murderous Intent,https://pillarsofeternity.fandom.com/wiki/Murderous_Intent
Mystical Celerity,https://pillarsofeternity.fandom.com/wiki/Mystical_Celerity
Nalpazca (passive),https://pillarsofeternity.fandom.com/wiki/Nalpazca_(passive)
Never-Ending Winter,https://pillarsofeternity.fandom.com/wiki/Never-Ending_Winter
Nobility,https://pillarsofeternity.fandom.com/wiki/Nobility
Nocturnal Vigor,https://pillarsofeternity.fandom.com/wiki/Nocturnal_Vigor
Nourishing Light,https://pillarsofeternity.fandom.com/wiki/Nourishing_Light
Nova,https://pillarsofeternity.fandom.com/wiki/Nova
Numb,https://pillarsofeternity.fandom.com/wiki/Numb
Obscuring Touch,https://pillarsofeternity.fandom.com/wiki/Obscuring_Touch
Old Siec Would Not Rest 'til His Hunger Was Sated (Deadfire),https://pillarsofeternity.fandom.com/wiki/Old_Siec_Would_Not_Rest_%27til_His_Hunger_Was_Sated_(Deadfire)
Old Wisdom (ability),https://pillarsofeternity.fandom.com/wiki/Old_Wisdom_(ability)
On Burning Stones,https://pillarsofeternity.fandom.com/wiki/On_Burning_Stones
Ondra's Favor,https://pillarsofeternity.fandom.com/wiki/Ondra%27s_Favor
One Dozen Stood Against the Power of the Saint (Deadfire),https://pillarsofeternity.fandom.com/wiki/One_Dozen_Stood_Against_the_Power_of_the_Saint_(Deadfire)
One Stands Alone (Deadfire),https://pillarsofeternity.fandom.com/wiki/One_Stands_Alone_(Deadfire)
One-Handed Style (Deadfire),https://pillarsofeternity.fandom.com/wiki/One-Handed_Style_(Deadfire)
Ongitok Angunisag,https://pillarsofeternity.fandom.com/wiki/Ongitok_Angunisag
Ongitok Angunisag (Dwarf),https://pillarsofeternity.fandom.com/wiki/Ongitok_Angunisag_(Dwarf)
Opportune Strike,https://pillarsofeternity.fandom.com/wiki/Opportune_Strike
Oppressor's Rage,https://pillarsofeternity.fandom.com/wiki/Oppressor%27s_Rage
Optimistic Presence,https://pillarsofeternity.fandom.com/wiki/Optimistic_Presence
Orphaned Clutter,https://pillarsofeternity.fandom.com/wiki/Orphaned_Clutter
Overbearing Guard (Deadfire),https://pillarsofeternity.fandom.com/wiki/Overbearing_Guard_(Deadfire)
Overwhelming Criticals,https://pillarsofeternity.fandom.com/wiki/Overwhelming_Criticals
Overwhelming Heat,https://pillarsofeternity.fandom.com/wiki/Overwhelming_Heat
Pack Tactics,https://pillarsofeternity.fandom.com/wiki/Pack_Tactics
Pale Light,https://pillarsofeternity.fandom.com/wiki/Pale_Light
Pallid Fate,https://pillarsofeternity.fandom.com/wiki/Pallid_Fate
Parting Sorrow,https://pillarsofeternity.fandom.com/wiki/Parting_Sorrow
Pelt of Many Kinds,https://pillarsofeternity.fandom.com/wiki/Pelt_of_Many_Kinds
Penetrating Empower,https://pillarsofeternity.fandom.com/wiki/Penetrating_Empower
Penetrating Visions,https://pillarsofeternity.fandom.com/wiki/Penetrating_Visions
Persistent,https://pillarsofeternity.fandom.com/wiki/Persistent
Persistent Distraction (Deadfire),https://pillarsofeternity.fandom.com/wiki/Persistent_Distraction_(Deadfire)
Pestilent Aura,https://pillarsofeternity.fandom.com/wiki/Pestilent_Aura
Pestilent Saliva,https://pillarsofeternity.fandom.com/wiki/Pestilent_Saliva
Pestilent Saliva (Flame Bat),https://pillarsofeternity.fandom.com/wiki/Pestilent_Saliva_(Flame_Bat)
Pestilent Strike,https://pillarsofeternity.fandom.com/wiki/Pestilent_Strike
Petrifying Bite,https://pillarsofeternity.fandom.com/wiki/Petrifying_Bite
Phases of the Moon,https://pillarsofeternity.fandom.com/wiki/Phases_of_the_Moon
Plague Host,https://pillarsofeternity.fandom.com/wiki/Plague_Host
Plagued Strength,https://pillarsofeternity.fandom.com/wiki/Plagued_Strength
Poisoned,https://pillarsofeternity.fandom.com/wiki/Poisoned
Potent Bite,https://pillarsofeternity.fandom.com/wiki/Potent_Bite
Potent Empower,https://pillarsofeternity.fandom.com/wiki/Potent_Empower
Practiced Healer,https://pillarsofeternity.fandom.com/wiki/Practiced_Healer
Precision (Deadfire ability),https://pillarsofeternity.fandom.com/wiki/Precision_(Deadfire_ability)
Precision Impact,https://pillarsofeternity.fandom.com/wiki/Precision_Impact
Precision Impact (Dwarf),https://pillarsofeternity.fandom.com/wiki/Precision_Impact_(Dwarf)
Predator's Sense (Deadfire),https://pillarsofeternity.fandom.com/wiki/Predator%27s_Sense_(Deadfire)
Prestige (Deadfire),https://pillarsofeternity.fandom.com/wiki/Prestige_(Deadfire)
Protection of the Godhammer,https://pillarsofeternity.fandom.com/wiki/Protection_of_the_Godhammer
Protective Companion,https://pillarsofeternity.fandom.com/wiki/Protective_Companion
Protective Soul,https://pillarsofeternity.fandom.com/wiki/Protective_Soul
Providence,https://pillarsofeternity.fandom.com/wiki/Providence
Psion (passive),https://pillarsofeternity.fandom.com/wiki/Psion_(passive)
Psychic Backlash (Deadfire),https://pillarsofeternity.fandom.com/wiki/Psychic_Backlash_(Deadfire)
Psychic Barrier,https://pillarsofeternity.fandom.com/wiki/Psychic_Barrier
Purifying Fire Shield,https://pillarsofeternity.fandom.com/wiki/Purifying_Fire_Shield
Purifying Flames,https://pillarsofeternity.fandom.com/wiki/Purifying_Flames
Quick Summoning,https://pillarsofeternity.fandom.com/wiki/Quick_Summoning
Quick Switch (Deadfire),https://pillarsofeternity.fandom.com/wiki/Quick_Switch_(Deadfire)
Quick to the Slaughter,https://pillarsofeternity.fandom.com/wiki/Quick_to_the_Slaughter
Rapid Casting,https://pillarsofeternity.fandom.com/wiki/Rapid_Casting
Rapid Recovery (Black Jacket),https://pillarsofeternity.fandom.com/wiki/Rapid_Recovery_(Black_Jacket)
Rapid Recovery (Deadfire),https://pillarsofeternity.fandom.com/wiki/Rapid_Recovery_(Deadfire)
Ravenous Soul Hunger,https://pillarsofeternity.fandom.com/wiki/Ravenous_Soul_Hunger
Reaping the Whirlwind,https://pillarsofeternity.fandom.com/wiki/Reaping_the_Whirlwind
Recompienza,https://pillarsofeternity.fandom.com/wiki/Recompienza
Reflexive Mirror,https://pillarsofeternity.fandom.com/wiki/Reflexive_Mirror
Reforge the Flesh,https://pillarsofeternity.fandom.com/wiki/Reforge_the_Flesh
Regeneration (ability),https://pillarsofeternity.fandom.com/wiki/Regeneration_(ability)
Renewal,https://pillarsofeternity.fandom.com/wiki/Renewal
Resilient Companion (Deadfire),https://pillarsofeternity.fandom.com/wiki/Resilient_Companion_(Deadfire)
Resistance: Body Afflictions,https://pillarsofeternity.fandom.com/wiki/Resistance:_Body_Afflictions
Resistance: Constitution Afflictions,https://pillarsofeternity.fandom.com/wiki/Resistance:_Constitution_Afflictions
Resistance: Dexterity Afflictions,https://pillarsofeternity.fandom.com/wiki/Resistance:_Dexterity_Afflictions
Resistance: Intellect Afflictions,https://pillarsofeternity.fandom.com/wiki/Resistance:_Intellect_Afflictions
Resistance: Might Afflictions,https://pillarsofeternity.fandom.com/wiki/Resistance:_Might_Afflictions
Resistance: Mind Afflictions,https://pillarsofeternity.fandom.com/wiki/Resistance:_Mind_Afflictions
Resistance: Perception Afflictions,https://pillarsofeternity.fandom.com/wiki/Resistance:_Perception_Afflictions
Resistance: Resolve Afflictions,https://pillarsofeternity.fandom.com/wiki/Resistance:_Resolve_Afflictions
Resistance: Slow and Weakness,https://pillarsofeternity.fandom.com/wiki/Resistance:_Slow_and_Weakness
Resonance,https://pillarsofeternity.fandom.com/wiki/Resonance
Retribution,https://pillarsofeternity.fandom.com/wiki/Retribution
Righteous Soul (Deadfire),https://pillarsofeternity.fandom.com/wiki/Righteous_Soul_(Deadfire)
Rightful Vengeance,https://pillarsofeternity.fandom.com/wiki/Rightful_Vengeance
Rip Out Your Heart!,https://pillarsofeternity.fandom.com/wiki/Rip_Out_Your_Heart!
Rip the Flesh,https://pillarsofeternity.fandom.com/wiki/Rip_the_Flesh
Riposte (Deadfire),https://pillarsofeternity.fandom.com/wiki/Riposte_(Deadfire)
Rooting Pain (Deadfire),https://pillarsofeternity.fandom.com/wiki/Rooting_Pain_(Deadfire)
Rymrgand's Gift,https://pillarsofeternity.fandom.com/wiki/Rymrgand%27s_Gift
Saint's Grace,https://pillarsofeternity.fandom.com/wiki/Saint%27s_Grace
Sand Blast,https://pillarsofeternity.fandom.com/wiki/Sand_Blast
Sated Hunger,https://pillarsofeternity.fandom.com/wiki/Sated_Hunger
Sated Ravenous Hunger,https://pillarsofeternity.fandom.com/wiki/Sated_Ravenous_Hunger
Savage Cunning,https://pillarsofeternity.fandom.com/wiki/Savage_Cunning
Saving Fate,https://pillarsofeternity.fandom.com/wiki/Saving_Fate
Scatter Essence,https://pillarsofeternity.fandom.com/wiki/Scatter_Essence
Scion of Flame (Deadfire),https://pillarsofeternity.fandom.com/wiki/Scion_of_Flame_(Deadfire)
Second Chance (Deadfire ability),https://pillarsofeternity.fandom.com/wiki/Second_Chance_(Deadfire_ability)
Secrets of Rime (Deadfire),https://pillarsofeternity.fandom.com/wiki/Secrets_of_Rime_(Deadfire)
Seeping Spores,https://pillarsofeternity.fandom.com/wiki/Seeping_Spores
Self Mending,https://pillarsofeternity.fandom.com/wiki/Self_Mending
Separation Anxiety,https://pillarsofeternity.fandom.com/wiki/Separation_Anxiety
Serve the Lost,https://pillarsofeternity.fandom.com/wiki/Serve_the_Lost
"Seven Men, Onto the Deck They Went (Deadfire)","https://pillarsofeternity.fandom.com/wiki/Seven_Men,_Onto_the_Deck_They_Went_(Deadfire)"
Shadow Form,https://pillarsofeternity.fandom.com/wiki/Shadow_Form
Shared Focus,https://pillarsofeternity.fandom.com/wiki/Shared_Focus
Shared Nightmare,https://pillarsofeternity.fandom.com/wiki/Shared_Nightmare
Shared Pain (Spider Swarm),https://pillarsofeternity.fandom.com/wiki/Shared_Pain_(Spider_Swarm)
Shared Perception,https://pillarsofeternity.fandom.com/wiki/Shared_Perception
Shared Perception (Kraken),https://pillarsofeternity.fandom.com/wiki/Shared_Perception_(Kraken)
Sharpshooter (passive),https://pillarsofeternity.fandom.com/wiki/Sharpshooter_(passive)
Shattered Pillar (passive),https://pillarsofeternity.fandom.com/wiki/Shattered_Pillar_(passive)
Sheltering Light,https://pillarsofeternity.fandom.com/wiki/Sheltering_Light
Shield Mastery,https://pillarsofeternity.fandom.com/wiki/Shield_Mastery
Shifting Chroma,https://pillarsofeternity.fandom.com/wiki/Shifting_Chroma
Shimmerstep,https://pillarsofeternity.fandom.com/wiki/Shimmerstep
Shot on the Run (Deadfire),https://pillarsofeternity.fandom.com/wiki/Shot_on_the_Run_(Deadfire)
Shroud of Darkness,https://pillarsofeternity.fandom.com/wiki/Shroud_of_Darkness
Sickening Aroma,https://pillarsofeternity.fandom.com/wiki/Sickening_Aroma
Silver Tide (Deadfire),https://pillarsofeternity.fandom.com/wiki/Silver_Tide_(Deadfire)
Siren's Song,https://pillarsofeternity.fandom.com/wiki/Siren%27s_Song
Sister of the Reaping Moon (passive),https://pillarsofeternity.fandom.com/wiki/Sister_of_the_Reaping_Moon_(passive)
Skaen's Hatred,https://pillarsofeternity.fandom.com/wiki/Skaen%27s_Hatred
Skaen's Rage,https://pillarsofeternity.fandom.com/wiki/Skaen%27s_Rage
Skaen's Resentment,https://pillarsofeternity.fandom.com/wiki/Skaen%27s_Resentment
Skrim,https://pillarsofeternity.fandom.com/wiki/Skrim
Slave's Focus,https://pillarsofeternity.fandom.com/wiki/Slave%27s_Focus
Slave's Silence,https://pillarsofeternity.fandom.com/wiki/Slave%27s_Silence
Slippery Mind,https://pillarsofeternity.fandom.com/wiki/Slippery_Mind
"Slowly, Madness Comes","https://pillarsofeternity.fandom.com/wiki/Slowly,_Madness_Comes"
Smoke Aura,https://pillarsofeternity.fandom.com/wiki/Smoke_Aura
Snake's Reflexes (Deadfire),https://pillarsofeternity.fandom.com/wiki/Snake%27s_Reflexes_(Deadfire)
Sneak Attack (Deadfire),https://pillarsofeternity.fandom.com/wiki/Sneak_Attack_(Deadfire)
Sneak Attack (Trickster),https://pillarsofeternity.fandom.com/wiki/Sneak_Attack_(Trickster)
Social Order,https://pillarsofeternity.fandom.com/wiki/Social_Order
Solar Excellence,https://pillarsofeternity.fandom.com/wiki/Solar_Excellence
Solitary Fate,https://pillarsofeternity.fandom.com/wiki/Solitary_Fate
Solitude,https://pillarsofeternity.fandom.com/wiki/Solitude
Soul Blade (passive),https://pillarsofeternity.fandom.com/wiki/Soul_Blade_(passive)
Soul Crush,https://pillarsofeternity.fandom.com/wiki/Soul_Crush
Soul Hunger,https://pillarsofeternity.fandom.com/wiki/Soul_Hunger
Soul Infused,https://pillarsofeternity.fandom.com/wiki/Soul_Infused
Soul Mind,https://pillarsofeternity.fandom.com/wiki/Soul_Mind
Soul Mirror (Deadfire),https://pillarsofeternity.fandom.com/wiki/Soul_Mirror_(Deadfire)
Soul Shield,https://pillarsofeternity.fandom.com/wiki/Soul_Shield
Soul Whip (Ascendant),https://pillarsofeternity.fandom.com/wiki/Soul_Whip_(Ascendant)
Soul Whip (Beguiler),https://pillarsofeternity.fandom.com/wiki/Soul_Whip_(Beguiler)
Soul Whip (Deadfire),https://pillarsofeternity.fandom.com/wiki/Soul_Whip_(Deadfire)
Soul-Power,https://pillarsofeternity.fandom.com/wiki/Soul-Power
Spell Cache,https://pillarsofeternity.fandom.com/wiki/Spell_Cache
Spell Resistance,https://pillarsofeternity.fandom.com/wiki/Spell_Resistance
Spell Shaping,https://pillarsofeternity.fandom.com/wiki/Spell_Shaping
Spider's Union,https://pillarsofeternity.fandom.com/wiki/Spider%27s_Union
Spirit of Decay (Deadfire),https://pillarsofeternity.fandom.com/wiki/Spirit_of_Decay_(Deadfire)
Spread Chaos,https://pillarsofeternity.fandom.com/wiki/Spread_Chaos
Stag Carnage (Deadfire),https://pillarsofeternity.fandom.com/wiki/Stag_Carnage_(Deadfire)
Stag Companion (Deadfire),https://pillarsofeternity.fandom.com/wiki/Stag_Companion_(Deadfire)
Stalkers' Link (Deadfire),https://pillarsofeternity.fandom.com/wiki/Stalkers%27_Link_(Deadfire)
Stand Firm,https://pillarsofeternity.fandom.com/wiki/Stand_Firm
Stand Ground,https://pillarsofeternity.fandom.com/wiki/Stand_Ground
Stand Guard,https://pillarsofeternity.fandom.com/wiki/Stand_Guard
Steel Garrote (passive),https://pillarsofeternity.fandom.com/wiki/Steel_Garrote_(passive)
Steeled in Darkness,https://pillarsofeternity.fandom.com/wiki/Steeled_in_Darkness
Stelgaer's Independence,https://pillarsofeternity.fandom.com/wiki/Stelgaer%27s_Independence
Stoic Steel,https://pillarsofeternity.fandom.com/wiki/Stoic_Steel
Stone Joint (ability),https://pillarsofeternity.fandom.com/wiki/Stone_Joint_(ability)
Stone Thorns,https://pillarsofeternity.fandom.com/wiki/Stone_Thorns
Storing Magic,https://pillarsofeternity.fandom.com/wiki/Storing_Magic
Storing Magic (Notnok),https://pillarsofeternity.fandom.com/wiki/Storing_Magic_(Notnok)
Strategist,https://pillarsofeternity.fandom.com/wiki/Strategist
Stream of Spiders,https://pillarsofeternity.fandom.com/wiki/Stream_of_Spiders
Streetfighter - (Heating Up),https://pillarsofeternity.fandom.com/wiki/Streetfighter_-_(Heating_Up)
Streetfighter - (Looking for a Fight),https://pillarsofeternity.fandom.com/wiki/Streetfighter_-_(Looking_for_a_Fight)
Streetfighter - (On The Edge),https://pillarsofeternity.fandom.com/wiki/Streetfighter_-_(On_The_Edge)
Strengthened Bond (Deadfire),https://pillarsofeternity.fandom.com/wiki/Strengthened_Bond_(Deadfire)
Strong-Souled,https://pillarsofeternity.fandom.com/wiki/Strong-Souled
Stunning Shots (Deadfire),https://pillarsofeternity.fandom.com/wiki/Stunning_Shots_(Deadfire)
Stupefied,https://pillarsofeternity.fandom.com/wiki/Stupefied
Subdued Soul Hunger,https://pillarsofeternity.fandom.com/wiki/Subdued_Soul_Hunger
Superior Camouflage,https://pillarsofeternity.fandom.com/wiki/Superior_Camouflage
Superior Deflection (Deadfire),https://pillarsofeternity.fandom.com/wiki/Superior_Deflection_(Deadfire)
Sure-Handed Ila Nocked Her Arrows with Speed (Deadfire),https://pillarsofeternity.fandom.com/wiki/Sure-Handed_Ila_Nocked_Her_Arrows_with_Speed_(Deadfire)
Survival of the Fittest,https://pillarsofeternity.fandom.com/wiki/Survival_of_the_Fittest
Survivor (Deadfire ability),https://pillarsofeternity.fandom.com/wiki/Survivor_(Deadfire_ability)
Sweet Aroma,https://pillarsofeternity.fandom.com/wiki/Sweet_Aroma
"Sweet, Bloody Marrow","https://pillarsofeternity.fandom.com/wiki/Sweet,_Bloody_Marrow"
Sworn Enemy (passive),https://pillarsofeternity.fandom.com/wiki/Sworn_Enemy_(passive)
Sworn Rival (passive),https://pillarsofeternity.fandom.com/wiki/Sworn_Rival_(passive)
Tactical,https://pillarsofeternity.fandom.com/wiki/Tactical
Tactical Dilemma,https://pillarsofeternity.fandom.com/wiki/Tactical_Dilemma
Tactician (ability),https://pillarsofeternity.fandom.com/wiki/Tactician_(ability)
Tactician (passive),https://pillarsofeternity.fandom.com/wiki/Tactician_(passive)
"Tails, You Lose","https://pillarsofeternity.fandom.com/wiki/Tails,_You_Lose"
Taskmaster,https://pillarsofeternity.fandom.com/wiki/Taskmaster
Temperance,https://pillarsofeternity.fandom.com/wiki/Temperance
Tethered Yet Untamed,https://pillarsofeternity.fandom.com/wiki/Tethered_Yet_Untamed
The Arrow Sings Between the Dragon's Scales,https://pillarsofeternity.fandom.com/wiki/The_Arrow_Sings_Between_the_Dragon%27s_Scales
The Complete Self,https://pillarsofeternity.fandom.com/wiki/The_Complete_Self
"The Dragon Thrashed, The Dragon Wailed (Deadfire)","https://pillarsofeternity.fandom.com/wiki/The_Dragon_Thrashed,_The_Dragon_Wailed_(Deadfire)"
The Empty Soul,https://pillarsofeternity.fandom.com/wiki/The_Empty_Soul
The Final Megaboss,https://pillarsofeternity.fandom.com/wiki/The_Final_Megaboss
The Fox from the Farmer Did Run and Leap (Deadfire),https://pillarsofeternity.fandom.com/wiki/The_Fox_from_the_Farmer_Did_Run_and_Leap_(Deadfire)
The Gallows Breaker,https://pillarsofeternity.fandom.com/wiki/The_Gallows_Breaker
The Long Night's Drink Birthed the Revenge of Morning,https://pillarsofeternity.fandom.com/wiki/The_Long_Night%27s_Drink_Birthed_the_Revenge_of_Morning
The Power of Money,https://pillarsofeternity.fandom.com/wiki/The_Power_of_Money
The Razor's Edge,https://pillarsofeternity.fandom.com/wiki/The_Razor%27s_Edge
The Shieldbearers of St Elcga (passive),https://pillarsofeternity.fandom.com/wiki/The_Shieldbearers_of_St_Elcga_(passive)
The Silver Knights' Shields Broke Both Arrow and Blade (Deadfire),https://pillarsofeternity.fandom.com/wiki/The_Silver_Knights%27_Shields_Broke_Both_Arrow_and_Blade_(Deadfire)
The Steel Garrote (passive),https://pillarsofeternity.fandom.com/wiki/The_Steel_Garrote_(passive)
They Shielded Their Eyes 'Gainst the Fampyr's Gaze (Deadfire),https://pillarsofeternity.fandom.com/wiki/They_Shielded_Their_Eyes_%27Gainst_the_Fampyr%27s_Gaze_(Deadfire)
"Thick Grew Their Tongues, Stumbling O'er Words (Deadfire)","https://pillarsofeternity.fandom.com/wiki/Thick_Grew_Their_Tongues,_Stumbling_O%27er_Words_(Deadfire)"
Thick Skinned,https://pillarsofeternity.fandom.com/wiki/Thick_Skinned
Threatening Presence (Deadfire),https://pillarsofeternity.fandom.com/wiki/Threatening_Presence_(Deadfire)
Threshing Aura,https://pillarsofeternity.fandom.com/wiki/Threshing_Aura
Tiger Companion,https://pillarsofeternity.fandom.com/wiki/Tiger_Companion
Time Dilation I,https://pillarsofeternity.fandom.com/wiki/Time_Dilation_I
Time Dilation II,https://pillarsofeternity.fandom.com/wiki/Time_Dilation_II
Time Dilation III,https://pillarsofeternity.fandom.com/wiki/Time_Dilation_III
Timeless,https://pillarsofeternity.fandom.com/wiki/Timeless
Timeless Flame,https://pillarsofeternity.fandom.com/wiki/Timeless_Flame
Timeless Perseverence,https://pillarsofeternity.fandom.com/wiki/Timeless_Perseverence
Torrent of the Shattered Realms,https://pillarsofeternity.fandom.com/wiki/Torrent_of_the_Shattered_Realms
Tough,https://pillarsofeternity.fandom.com/wiki/Tough
Toughened Fury,https://pillarsofeternity.fandom.com/wiki/Toughened_Fury
Towering Physique (Deadfire),https://pillarsofeternity.fandom.com/wiki/Towering_Physique_(Deadfire)
Toxic Coat,https://pillarsofeternity.fandom.com/wiki/Toxic_Coat
Toxic Spines,https://pillarsofeternity.fandom.com/wiki/Toxic_Spines
Trail of Worms,https://pillarsofeternity.fandom.com/wiki/Trail_of_Worms
Transcendent Suffering (Deadfire),https://pillarsofeternity.fandom.com/wiki/Transcendent_Suffering_(Deadfire)
Transmuter (passive),https://pillarsofeternity.fandom.com/wiki/Transmuter_(passive)
True Love's Kiss,https://pillarsofeternity.fandom.com/wiki/True_Love%27s_Kiss
Tumbling,https://pillarsofeternity.fandom.com/wiki/Tumbling
Two Weapon Style (Deadfire),https://pillarsofeternity.fandom.com/wiki/Two_Weapon_Style_(Deadfire)
Two-Handed Style (Deadfire),https://pillarsofeternity.fandom.com/wiki/Two-Handed_Style_(Deadfire)
Unbreakable,https://pillarsofeternity.fandom.com/wiki/Unbreakable
Unbroken (passive),https://pillarsofeternity.fandom.com/wiki/Unbroken_(passive)
Uncanny Luck,https://pillarsofeternity.fandom.com/wiki/Uncanny_Luck
